lodcolumn,gene_id,gene_symbol,gene_chr,gene_start,gene_middle,gene_end,qtl_chr,qtl_pos,qtl_mkr,qtl_lod,cis,,,,,,,,
ENSMUSP00000022480,ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,8,88.777773,UNC15197356,6.224834989,FALSE,,,,,,,,
ENSMUSP00000026624,ENSMUSG00000025544,Tm9sf2,14,122.107038,122.133321,122.159604,3,147.694028,UNC6494500,6.223490092,FALSE,,,,,,,,
ENSMUSP00000126449,ENSMUSG00000006529,Itih1,14,30.92918,30.936234,30.943289,5,125.751874,UNC10094932,6.223310261,FALSE,,,,,,,,
ENSMUSP00000036555,ENSMUSG00000002319,Ipo4,14,55.6254,55.631648,55.637895,7,142.258687,JAX00658637,6.22314829,FALSE,,,,,,,,
ENSMUSP00000043926,ENSMUSG00000021871,Pnp,14,50.944302,50.95477,50.965237,18,73.812498,UNC29592644,6.223083059,FALSE,,,,,,,,
ENSMUSP00000117229,ENSMUSG00000092232,Gm20521,14,54.883441,54.890789,54.898137,13,76.244983,backupUNC130235930,6.222897069,FALSE,,,,,,,,
ENSMUSP00000022341,ENSMUSG00000021807,2700060E02Rik,14,19.811402,19.817612,19.823823,7,67.09575,UNC13036799,6.222826228,FALSE,,,,,,,,
ENSMUSP00000087494,ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,17,73.810177,UNC28333622,6.222376359,FALSE,,,,,,,,
ENSMUSP00000087494,ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,18,59.666713,UNC29371090,6.221151381,FALSE,,,,,,,,
ENSMUSP00000087494,ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,16,10.85819,UNC26332642,6.221010026,FALSE,,,,,,,,
ENSMUSP00000038763,ENSMUSG00000041650,Pcca,14,122.534324,122.712712,122.8911,X,38.629926,UNC30754038,6.220727827,FALSE,,,,,,,,
ENSMUSP00000117346,ENSMUSG00000021824,Ap3m1,14,21.031442,21.041975,21.052508,5,19.252652,UNC8737327,6.219157814,FALSE,,,,,,,,
ENSMUSP00000050634,ENSMUSG00000058351,Smim4,14,31.088869,31.1089,31.12893,19,50.178759,UNC30449924,6.218337535,FALSE,,,,,,,,
ENSMUSP00000123798,ENSMUSG00000079197,Psme2,14,55.587441,55.589277,55.591113,12,5.652123,UNC20565755,6.216498537,FALSE,,,,,,,,
ENSMUSP00000002289,ENSMUSG00000022111,Uchl3,14,101.653967,101.675046,101.696124,15,103.085153,UNC26243651,6.216175154,FALSE,,,,,,,,
ENSMUSP00000124909,ENSMUSG00000033083,Tbc1d4,14,101.44236,101.525776,101.609191,13,53.05444,JAX00358232,6.21539136,FALSE,,,,,,,,
ENSMUSP00000080538,ENSMUSG00000040752,Myh6,14,54.941921,54.954424,54.966927,9,73.227906,UNC16622501,6.214013941,FALSE,,,,,,,,
ENSMUSP00000107539,ENSMUSG00000041445,Mmrn2,14,34.375504,34.389896,34.404287,11,8.507078,UNC19041208,6.213814516,FALSE,,,,,,,,
ENSMUSP00000130492,ENSMUSG00000010376,Nedd8,14,55.662265,55.667086,55.671906,8,79.103607,JAX00673535,6.213547366,FALSE,,,,,,,,
ENSMUSP00000119275,ENSMUSG00000050335,Lgals3,14,47.367751,47.376956,47.38616,13,111.355337,UNC23374118,6.210881295,FALSE,,,,,,,,
ENSMUSP00000022345,ENSMUSG00000021811,Dnajc9,14,20.384638,20.386774,20.38891,15,39.801278,JAX00398635,6.209896667,FALSE,,,,,,,,
ENSMUSP00000069209,ENSMUSG00000022040,Ephx2,14,66.084377,66.104438,66.1245,1,32.634721,backupUNC010539556,6.208077106,FALSE,,,,,,,,
ENSMUSP00000014640,ENSMUSG00000014496,Ankrd28,14,31.700015,31.765215,31.830415,4,56.42641,UNC7303344,6.207608481,FALSE,,,,,,,,
ENSMUSP00000136011,ENSMUSG00000060579,Fhit,14,9.550092,10.356064,11.162035,19,54.993879,UNC30528414,6.207366008,FALSE,,,,,,,,
ENSMUSP00000022380,ENSMUSG00000021832,Psmc6,14,45.329824,45.339448,45.349071,7,130.432519,UNC13854771,6.206327527,FALSE,,,,,,,,
ENSMUSP00000022311,ENSMUSG00000021786,Oxsm,14,16.238656,16.244232,16.249808,18,10.72873,JAX00080317,6.205607388,FALSE,,,,,,,,
ENSMUSP00000130492,ENSMUSG00000010376,Nedd8,14,55.662265,55.667086,55.671906,12,116.739087,UNC21981054,6.205598498,FALSE,,,,,,,,
ENSMUSP00000036555,ENSMUSG00000002319,Ipo4,14,55.6254,55.631648,55.637895,3,39.600481,UNC5092959,6.205505136,FALSE,,,,,,,,
ENSMUSP00000022600,ENSMUSG00000022022,Mtrf1,14,79.397772,79.410711,79.42365,14,77.755665,UNC24301305,6.205284022,TRUE,,,,,,,,
ENSMUSP00000023826,ENSMUSG00000023064,Sncg,14,34.370274,34.372532,34.374789,1,91.445932,JAX00259095,6.204621244,FALSE,,,,,,,,
ENSMUSP00000113377,ENSMUSG00000048279,Sacs,14,61.138457,61.189576,61.240695,19,6.443963,JAX00469629,6.204110505,FALSE,,,,,,,,
ENSMUSP00000022429,ENSMUSG00000021877,Arf4,14,26.638074,26.651579,26.665084,16,73.203834,UNC27108240,6.202406183,FALSE,,,,,,,,
ENSMUSP00000022694,ENSMUSG00000022099,Dmtn,14,70.602184,70.619116,70.636048,3,147.551196,UNC6492430,6.200104969,FALSE,,,,,,,,
ENSMUSP00000022826,ENSMUSG00000022215,Fitm1,14,55.575617,55.576284,55.576952,2,152.558322,UNC4243676,6.199885597,FALSE,,,,,,,,
ENSMUSP00000022369,ENSMUSG00000021823,Vcl,14,20.929433,20.981553,21.033673,8,48.67146,UNC14692271,6.199857716,FALSE,,,,,,,,
ENSMUSP00000022821,ENSMUSG00000022210,Dhrs4,14,55.478758,55.484548,55.490338,7,134.7794,UNC13915644,6.199269763,FALSE,,,,,,,,
ENSMUSP00000045955,ENSMUSG00000039367,Sec24c,14,20.674321,20.684586,20.69485,13,107.245557,UNC23308368,6.199043026,FALSE,,,,,,,,
ENSMUSP00000047665,ENSMUSG00000039197,Adk,14,21.052574,21.250571,21.448568,19,37.094163,UNC30270295,6.19824689,FALSE,,,,,,,,
ENSMUSP00000022480,ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,13,19.556363,JAX00351742,6.195184289,FALSE,,,,,,,,
ENSMUSP00000022576,ENSMUSG00000021999,Cpb2,14,75.242287,75.262919,75.283551,15,24.189175,backupUNC150061891,6.194582867,FALSE,,,,,,,,
ENSMUSP00000038103,ENSMUSG00000061068,Mcpt4,14,56.059744,56.061027,56.06231,4,125.573151,UNC8153526,6.194314735,FALSE,,,,,,,,
ENSMUSP00000044554,ENSMUSG00000037712,Fermt2,14,45.458792,45.494455,45.530118,9,68.684474,UNC16563147,6.192973443,FALSE,,,,,,,,
ENSMUSP00000022781,ENSMUSG00000022174,Dad1,14,54.235479,54.244792,54.254104,5,41.149862,UNC9028647,6.192222948,FALSE,,,,,,,,
ENSMUSP00000022803,ENSMUSG00000022193,Psmb5,14,54.61412,54.616058,54.617995,15,53.337377,UNC25604988,6.191961791,FALSE,,,,,,,,
ENSMUSP00000106957,ENSMUSG00000022223,Sdr39u1,14,55.897286,55.898759,55.900232,12,31.211373,UNC120378724,6.191466262,FALSE,,,,,,,,
ENSMUSP00000002289,ENSMUSG00000022111,Uchl3,14,101.653967,101.675046,101.696124,8,34.740595,UNC14480835,6.190304861,FALSE,,,,,,,,
ENSMUSP00000117346,ENSMUSG00000021824,Ap3m1,14,21.031442,21.041975,21.052508,11,66.971278,UNC19832501,6.189762879,FALSE,,,,,,,,
ENSMUSP00000004673,ENSMUSG00000004558,Ndrg2,14,51.905271,51.90938,51.913488,15,75.858,UNC25908151,6.189126535,FALSE,,,,,,,,
ENSMUSP00000022803,ENSMUSG00000022193,Psmb5,14,54.61412,54.616058,54.617995,7,82.096375,UNC13238527,6.188970098,FALSE,,,,,,,,
ENSMUSP00000022416,ENSMUSG00000021866,Anxa11,14,25.842156,25.86448,25.886804,8,109.024051,UNC15473044,6.18737489,FALSE,,,,,,,,
ENSMUSP00000022419,ENSMUSG00000021868,Ppif,14,25.694154,25.697311,25.700468,18,82.583008,UNC29725095,6.183584256,FALSE,,,,,,,,
ENSMUSP00000097872,ENSMUSG00000025558,Dock9,14,121.542039,121.669886,121.797734,9,87.312165,UNC16817483,6.183494312,FALSE,,,,,,,,
ENSMUSP00000136011,ENSMUSG00000060579,Fhit,14,9.550092,10.356064,11.162035,13,63.563118,UNC22745395,6.182552534,FALSE,,,,,,,,
ENSMUSP00000087773,ENSMUSG00000040640,Erc2,14,27.622442,28.05049,28.478537,12,88.989875,UNC21574354,6.18245437,FALSE,,,,,,,,
ENSMUSP00000022826,ENSMUSG00000022215,Fitm1,14,55.575617,55.576284,55.576952,7,125.909814,JAX00156767,6.182260308,FALSE,,,,,,,,
ENSMUSP00000038763,ENSMUSG00000041650,Pcca,14,122.534324,122.712712,122.8911,12,107.159656,UNC21835946,6.179194006,FALSE,,,,,,,,
ENSMUSP00000042875,ENSMUSG00000040760,Appl1,14,26.918988,26.94511,26.971232,18,47.140477,UNC29193330,6.178971094,FALSE,,,,,,,,
ENSMUSP00000022293,ENSMUSG00000021771,Vdac2,14,21.831269,21.838574,21.845879,11,103.821277,UNC20285096,6.178160588,FALSE,,,,,,,,
ENSMUSP00000098041,ENSMUSG00000060012,Kif13b,14,64.652531,64.729414,64.806296,8,77.228296,UNC15039298,6.178132745,FALSE,,,,,,,,
ENSMUSP00000000985,ENSMUSG00000000959,Oxa1l,14,54.360841,54.365255,54.369669,14,67.460022,JAX00382457,6.177848187,FALSE,,,,,,,,
ENSMUSP00000022553,ENSMUSG00000021981,Cab39l,14,59.440981,59.494942,59.548903,2,168.368671,JAX00102924,6.17689559,FALSE,,,,,,,,
ENSMUSP00000014640,ENSMUSG00000014496,Ankrd28,14,31.700015,31.765215,31.830415,14,119.953778,UNC24887645,6.175919797,FALSE,,,,,,,,
ENSMUSP00000017629,ENSMUSG00000017485,Top2b,14,16.365179,16.397983,16.430787,14,22.690116,UNC23691080,6.174528653,FALSE,,,,,,,,
ENSMUSP00000125722,ENSMUSG00000021816,Ppp3cb,14,20.499364,20.522968,20.546573,8,26.634237,JAX00159934,6.170903545,FALSE,,,,,,,,
ENSMUSP00000022821,ENSMUSG00000022210,Dhrs4,14,55.478758,55.484548,55.490338,6,11.172805,UNC10561932,6.170300483,FALSE,,,,,,,,
ENSMUSP00000022310,ENSMUSG00000021785,Ngly1,14,16.24928,16.280603,16.311926,8,86.538698,UNC080313218,6.170277537,FALSE,,,,,,,,
ENSMUSP00000079127,ENSMUSG00000072714,Rpl21-ps4,14,11.227552,11.227772,11.227992,13,109.335607,JAX00048935,6.169877711,FALSE,,,,,,,,
ENSMUSP00000022734,ENSMUSG00000022136,Dnajc3,14,118.937932,118.959817,118.981702,16,42.135038,JAX00068772,6.169469089,FALSE,,,,,,,,
ENSMUSP00000132842,ENSMUSG00000021910,Nisch,14,31.17093,31.193938,31.216946,10,98.801783,UNC18529607,6.168770267,FALSE,,,,,,,,
ENSMUSP00000006697,ENSMUSG00000006522,Itih3,14,30.908573,30.916166,30.92376,9,94.030877,UNC16896353,6.167551114,FALSE,,,,,,,,
ENSMUSP00000004673,ENSMUSG00000004558,Ndrg2,14,51.905271,51.90938,51.913488,6,100.747545,UNC11708335,6.167408484,FALSE,,,,,,,,
ENSMUSP00000022573,ENSMUSG00000021996,Esd,14,74.732297,74.741531,74.750765,18,61.15677,UNC29394642,6.164924514,FALSE,,,,,,,,
ENSMUSP00000022311,ENSMUSG00000021786,Oxsm,14,16.238656,16.244232,16.249808,10,100.541761,JAX00297286,6.164595793,FALSE,,,,,,,,
ENSMUSP00000022614,ENSMUSG00000022035,Ccdc25,14,65.837302,65.851953,65.866604,9,60.165818,UNC16455079,6.164185852,FALSE,,,,,,,,
ENSMUSP00000098398,ENSMUSG00000021820,Camk2g,14,20.734875,20.764482,20.794088,2,170.505946,UNC4491971,6.16234755,FALSE,,,,,,,,
ENSMUSP00000114922,ENSMUSG00000021884,Hacl1,14,31.552905,31.597096,31.641286,3,139.886417,UNC6375952,6.162283043,FALSE,,,,,,,,
ENSMUSP00000114922,ENSMUSG00000021884,Hacl1,14,31.552905,31.597096,31.641286,19,58.467692,UNC30578471,6.161942659,FALSE,,,,,,,,
ENSMUSP00000022682,ENSMUSG00000022091,Sorbs3,14,70.180468,70.194052,70.207637,12,113.149864,UNC21918889,6.161396034,FALSE,,,,,,,,
ENSMUSP00000048765,ENSMUSG00000037780,Mbl1,14,41.151456,41.155208,41.158959,19,26.875849,UNC30135096,6.161021485,FALSE,,,,,,,,
ENSMUSP00000048925,ENSMUSG00000058997,Vwa8,14,78.849178,79.025744,79.20231,9,50.634048,UNC16347493,6.160794232,FALSE,,,,,,,,
ENSMUSP00000006703,ENSMUSG00000021922,Itih4,14,30.886476,30.894228,30.901981,7,74.703566,JAX00152952,6.158516237,FALSE,,,,,,,,
ENSMUSP00000038555,ENSMUSG00000040618,Pck2,14,55.540266,55.545142,55.550017,11,25.691126,UNC19277356,6.155890996,FALSE,,,,,,,,
ENSMUSP00000123765,ENSMUSG00000022110,Sucla2,14,73.525319,73.56073,73.596142,18,53.274045,UNC29277281,6.152983358,FALSE,,,,,,,,
ENSMUSP00000050634,ENSMUSG00000058351,Smim4,14,31.088869,31.1089,31.12893,6,63.834705,JAX00611883,6.150949776,FALSE,,,,,,,,
ENSMUSP00000078746,ENSMUSG00000063410,Stk24,14,121.286343,121.332838,121.379334,17,63.315691,UNC28167375,6.150620025,FALSE,,,,,,,,
ENSMUSP00000107448,ENSMUSG00000062014,Gmfb,14,46.808149,46.815196,46.822242,X,50.730949,UNC30817780,6.150373766,FALSE,,,,,,,,
ENSMUSP00000022480,ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,X,48.540215,UNC30802291,6.150093494,FALSE,,,,,,,,
ENSMUSP00000022391,ENSMUSG00000021843,Ktn1,14,47.663756,47.70016,47.736563,13,101.163984,UNC23226115,6.149460601,FALSE,,,,,,,,
ENSMUSP00000107448,ENSMUSG00000062014,Gmfb,14,46.808149,46.815196,46.822242,7,4.600395,UNC12380039,6.14888534,FALSE,,,,,,,,
ENSMUSP00000022781,ENSMUSG00000022174,Dad1,14,54.235479,54.244792,54.254104,12,41.054765,JAX00331512,6.148800707,FALSE,,,,,,,,
ENSMUSP00000006235,ENSMUSG00000021939,Ctsb,14,63.122462,63.13419,63.145919,8,126.499364,UNC15723457,6.147163154,FALSE,,,,,,,,
ENSMUSP00000017629,ENSMUSG00000017485,Top2b,14,16.365179,16.397983,16.430787,7,102.909585,JAX00649426,6.146161094,FALSE,,,,,,,,
ENSMUSP00000044554,ENSMUSG00000037712,Fermt2,14,45.458792,45.494455,45.530118,12,8.232713,UNC20591727,6.146144104,FALSE,,,,,,,,
ENSMUSP00000026625,ENSMUSG00000025545,Clybl,14,122.181694,122.291963,122.402232,2,75.435664,UNC3349497,6.145160805,FALSE,,,,,,,,
ENSMUSP00000106957,ENSMUSG00000022223,Sdr39u1,14,55.897286,55.898759,55.900232,10,32.541046,UNC17705907,6.141919468,FALSE,,,,,,,,
ENSMUSP00000139261,ENSMUSG00000098557,KCTD12,14,102.976581,102.979609,102.982637,8,128.312583,UNC15745622,6.141692646,FALSE,,,,,,,,
ENSMUSP00000002397,ENSMUSG00000002326,Gmpr2,14,55.672235,55.675492,55.67875,11,41.399401,UNC19477508,6.141489706,FALSE,,,,,,,,
ENSMUSP00000042602,ENSMUSG00000035960,Apex1,14,50.924968,50.926054,50.927139,17,17.673763,UNC27622110,6.141138087,FALSE,,,,,,,,
ENSMUSP00000052020,ENSMUSG00000025278,Flnb,14,7.817957,7.884772,7.951588,10,79.600532,UNC18295082,6.140817978,FALSE,,,,,,,,
ENSMUSP00000006703,ENSMUSG00000021922,Itih4,14,30.886476,30.894228,30.901981,9,49.028761,UNC16329954,6.139992924,FALSE,,,,,,,,
ENSMUSP00000107869,ENSMUSG00000015968,Cacna1d,14,30.039949,30.265552,30.491156,19,18.869918,UNC30000038,6.138200894,FALSE,,,,,,,,
ENSMUSP00000124300,ENSMUSG00000033060,Lmo7,14,101.729957,101.832334,101.93471,6,144.353855,backupUNC060274781,6.136475645,FALSE,,,,,,,,
ENSMUSP00000098041,ENSMUSG00000060012,Kif13b,14,64.652531,64.729414,64.806296,13,44.108916,UNC22518235,6.136208209,FALSE,,,,,,,,
ENSMUSP00000093741,ENSMUSG00000071540,3425401B19Rik,14,32.659119,32.672196,32.685272,13,63.391483,UNC130993665,6.136010238,FALSE,,,,,,,,
ENSMUSP00000022480,ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,6,65.991344,UNC11257747,6.135878873,FALSE,,,,,,,,
ENSMUSP00000112576,ENSMUSG00000035296,Sgcg,14,61.221059,61.239774,61.25849,17,81.569908,UNC28457262,6.13486183,FALSE,,,,,,,,
ENSMUSP00000042283,ENSMUSG00000035726,Supt16,14,52.160419,52.178829,52.197239,16,94.967201,UNC27443481,6.134018008,FALSE,,,,,,,,
ENSMUSP00000022293,ENSMUSG00000021771,Vdac2,14,21.831269,21.838574,21.845879,12,104.021051,UNC21786922,6.132911593,FALSE,,,,,,,,
ENSMUSP00000022462,ENSMUSG00000021906,Oxnad1,14,32.085374,32.094288,32.103202,10,101.695143,UNC18570690,6.132818029,FALSE,,,,,,,,
ENSMUSP00000022416,ENSMUSG00000021866,Anxa11,14,25.842156,25.86448,25.886804,X,60.928646,backupJAX00712427,6.131263312,FALSE,,,,,,,,
ENSMUSP00000022834,ENSMUSG00000022225,Cma1,14,55.941453,55.943057,55.944661,19,37.177041,UNC190041098,6.131033143,FALSE,,,,,,,,
ENSMUSP00000004673,ENSMUSG00000004558,Ndrg2,14,51.905271,51.90938,51.913488,1,173.141103,UNC2217887,6.130977635,FALSE,,,,,,,,
ENSMUSP00000061498,ENSMUSG00000040472,Rabggta,14,55.715873,55.719065,55.722257,18,67.105436,UNC29487664,6.130705386,FALSE,,,,,,,,
ENSMUSP00000123798,ENSMUSG00000079197,Psme2,14,55.587441,55.589277,55.591113,4,100.906231,UNC7844326,6.130395745,FALSE,,,,,,,,
ENSMUSP00000022419,ENSMUSG00000021868,Ppif,14,25.694154,25.697311,25.700468,16,33.349732,UNC26611901,6.129496253,FALSE,,,,,,,,
ENSMUSP00000121201,ENSMUSG00000021998,Lcp1,14,75.131101,75.180972,75.230842,19,37.62981,UNC30276799,6.12770525,FALSE,,,,,,,,
ENSMUSP00000023873,ENSMUSG00000023110,Prmt5,14,54.507187,54.512356,54.517525,17,47.34889,UNC27944457,6.127224518,FALSE,,,,,,,,
ENSMUSP00000046212,ENSMUSG00000041028,Ghitm,14,37.120444,37.127883,37.135322,4,129.623838,UNC8212063,6.125867168,FALSE,,,,,,,,
ENSMUSP00000022517,ENSMUSG00000021947,Cryl1,14,57.275034,57.336758,57.398483,X,98.409722,UNC31127534,6.125732387,FALSE,,,,,,,,
ENSMUSP00000022496,ENSMUSG00000021929,Kpna3,14,61.365186,61.402566,61.439947,11,61.381,UNC19751789,6.125253595,FALSE,,,,,,,,
ENSMUSP00000022451,ENSMUSG00000021893,Capn7,14,31.336638,31.354312,31.371986,X,7.085553,JAX00708714,6.122730852,FALSE,,,,,,,,
ENSMUSP00000026313,ENSMUSG00000025277,Abhd6,14,8.002902,8.029728,8.056555,14,55.763891,UNC24042443,6.121929823,FALSE,,,,,,,,
ENSMUSP00000022573,ENSMUSG00000021996,Esd,14,74.732297,74.741531,74.750765,5,66.383552,UNC9365487,6.121255019,FALSE,,,,,,,,
ENSMUSP00000006235,ENSMUSG00000021939,Ctsb,14,63.122462,63.13419,63.145919,12,113.100481,UNC21918598,6.119361085,FALSE,,,,,,,,
ENSMUSP00000132842,ENSMUSG00000021910,Nisch,14,31.17093,31.193938,31.216946,3,87.243356,UNC5716391,6.119197692,FALSE,,,,,,,,
ENSMUSP00000022340,ENSMUSG00000021806,Nid2,14,19.751257,19.781522,19.811787,9,43.842339,JAX00692155,6.11895695,FALSE,,,,,,,,
ENSMUSP00000113377,ENSMUSG00000048279,Sacs,14,61.138457,61.189576,61.240695,4,128.85772,UNC8200611,6.115169457,FALSE,,,,,,,,
ENSMUSP00000068550,ENSMUSG00000058690,Ccser2,14,36.874936,36.921856,36.968777,19,34.857202,UNC30237557,6.114644373,FALSE,,,,,,,,
ENSMUSP00000115615,ENSMUSG00000040752,Myh6,14,54.941921,54.954424,54.966927,17,14.707633,UNC27596088,6.112405508,FALSE,,,,,,,,
ENSMUSP00000002397,ENSMUSG00000002326,Gmpr2,14,55.672235,55.675492,55.67875,1,30.774797,backupUNC010061308,6.111991359,FALSE,,,,,,,,
ENSMUSP00000131634,ENSMUSG00000075486,Commd6,14,101.633766,101.637226,101.640686,15,41.681983,UNC25445876,6.110850295,FALSE,,,,,,,,
ENSMUSP00000099867,ENSMUSG00000053093,Myh7,14,54.970688,54.982661,54.994634,5,148.378147,JAX00601111,6.110796474,FALSE,,,,,,,,
ENSMUSP00000080538,ENSMUSG00000040752,Myh6,14,54.941921,54.954424,54.966927,6,135.659648,UNC12159891,6.109148909,FALSE,,,,,,,,
ENSMUSP00000053176,ENSMUSG00000039376,Synpo2l,14,20.658946,20.66365,20.668354,11,16.355105,UNC19158276,6.108572782,FALSE,,,,,,,,
ENSMUSP00000006697,ENSMUSG00000006522,Itih3,14,30.908573,30.916166,30.92376,8,86.328116,UNC15162280,6.107798219,FALSE,,,,,,,,
ENSMUSP00000022322,ENSMUSG00000021794,Glud1,14,34.310727,34.327936,34.345144,19,55.187947,UNC30531513,6.107083891,FALSE,,,,,,,,
ENSMUSP00000061498,ENSMUSG00000040472,Rabggta,14,55.715873,55.719065,55.722257,6,124.706995,UNC12013492,6.106022935,FALSE,,,,,,,,
ENSMUSP00000053176,ENSMUSG00000039376,Synpo2l,14,20.658946,20.66365,20.668354,15,15.895947,backupUNC150016326,6.105501177,FALSE,,,,,,,,
ENSMUSP00000042283,ENSMUSG00000035726,Supt16,14,52.160419,52.178829,52.197239,X,35.900108,JAX00710341,6.103725485,FALSE,,,,,,,,
ENSMUSP00000069840,ENSMUSG00000021993,Mipep,14,60.784566,60.844088,60.90361,18,61.2111,UNC29395365,6.102186171,FALSE,,,,,,,,
ENSMUSP00000042602,ENSMUSG00000035960,Apex1,14,50.924968,50.926054,50.927139,1,51.192085,UNC652774,6.101377974,FALSE,,,,,,,,
ENSMUSP00000045955,ENSMUSG00000039367,Sec24c,14,20.674321,20.684586,20.69485,X,139.052568,UNC31378371,6.0997602,FALSE,,,,,,,,
ENSMUSP00000106519,ENSMUSG00000060126,Tpt1,14,75.845093,75.846809,75.848525,4,151.172935,UNC8460173,6.098720463,FALSE,,,,,,,,
ENSMUSP00000123706,ENSMUSG00000033060,Lmo7,14,101.729957,101.832334,101.93471,13,25.856843,UNC22295872,6.097192996,FALSE,,,,,,,,
ENSMUSP00000079163,ENSMUSG00000012405,Rpl15,14,18.267823,18.269607,18.271391,7,36.137577,UNC12626190,6.096213959,FALSE,,,,,,,,
ENSMUSP00000050634,ENSMUSG00000058351,Smim4,14,31.088869,31.1089,31.12893,3,34.592349,JAX00106081,6.095432946,FALSE,,,,,,,,
ENSMUSP00000022416,ENSMUSG00000021866,Anxa11,14,25.842156,25.86448,25.886804,17,9.687513,UNC170015684,6.094761752,FALSE,,,,,,,,
ENSMUSP00000022590,ENSMUSG00000022013,Dnajc15,14,77.826217,77.850567,77.874917,8,85.116829,UNC15145627,6.094253526,FALSE,,,,,,,,
ENSMUSP00000069840,ENSMUSG00000021993,Mipep,14,60.784566,60.844088,60.90361,X,11.188402,JAX00177060,6.093547675,FALSE,,,,,,,,
ENSMUSP00000022310,ENSMUSG00000021785,Ngly1,14,16.24928,16.280603,16.311926,15,53.240868,JAX00401110,6.092891764,FALSE,,,,,,,,
ENSMUSP00000131634,ENSMUSG00000075486,Commd6,14,101.633766,101.637226,101.640686,2,52.426783,UNC3059405,6.092770501,FALSE,,,,,,,,
ENSMUSP00000022821,ENSMUSG00000022210,Dhrs4,14,55.478758,55.484548,55.490338,X,162.641298,UNC31537649,6.090806657,FALSE,,,,,,,,
ENSMUSP00000121201,ENSMUSG00000021998,Lcp1,14,75.131101,75.180972,75.230842,16,68.182057,UNC27036588,6.09042849,FALSE,,,,,,,,
ENSMUSP00000038763,ENSMUSG00000041650,Pcca,14,122.534324,122.712712,122.8911,3,74.16345,UNC5532424,6.089165408,FALSE,,,,,,,,
ENSMUSP00000123798,ENSMUSG00000079197,Psme2,14,55.587441,55.589277,55.591113,10,91.882047,UNC18433101,6.08912981,FALSE,,,,,,,,
ENSMUSP00000036924,ENSMUSG00000033712,Ccar2,14,70.138177,70.145994,70.153811,13,59.997838,UNC22709514,6.088613439,FALSE,,,,,,,,
ENSMUSP00000022529,ENSMUSG00000021957,Tkt,14,30.548359,30.56154,30.574722,14,122.589861,UNC24927660,6.087563594,FALSE,,,,,,,,
ENSMUSP00000002400,ENSMUSG00000002329,Mdp1,14,55.657879,55.659194,55.660508,X,51.657645,UNC30822679,6.085619761,FALSE,,,,,,,,
ENSMUSP00000022590,ENSMUSG00000022013,Dnajc15,14,77.826217,77.850567,77.874917,10,111.786328,UNC18725108,6.083687166,FALSE,,,,,,,,
ENSMUSP00000042602,ENSMUSG00000035960,Apex1,14,50.924968,50.926054,50.927139,6,91.654033,UNC11585091,6.083543287,FALSE,,,,,,,,
ENSMUSP00000025940,ENSMUSG00000071347,C1qtnf9,14,60.768134,60.774502,60.780869,4,151.097859,UNC8458924,6.083290716,FALSE,,,,,,,,
ENSMUSP00000066035,ENSMUSG00000021814,Anxa7,14,20.455261,20.467697,20.480133,19,55.823155,UNC190093358,6.081760333,FALSE,,,,,,,,
ENSMUSP00000022704,ENSMUSG00000022108,Itm2b,14,73.362231,73.373751,73.385271,5,74.524459,UNC9472350,6.081164618,FALSE,,,,,,,,
ENSMUSP00000138134,ENSMUSG00000021917,Spcs1,14,30.999826,31.000749,31.001672,10,117.989241,JAX00299930,6.080658855,FALSE,,,,,,,,
ENSMUSP00000100021,ENSMUSG00000021870,Slmap,14,26.413168,26.47405,26.534931,5,123.943291,UNC10074069,6.080389004,FALSE,,,,,,,,
ENSMUSP00000069209,ENSMUSG00000022040,Ephx2,14,66.084377,66.104438,66.1245,9,69.472007,UNC16574284,6.080213516,FALSE,,,,,,,,
ENSMUSP00000086640,ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,11,120.253534,UNC20524025,6.08007487,FALSE,,,,,,,,
ENSMUSP00000022496,ENSMUSG00000021929,Kpna3,14,61.365186,61.402566,61.439947,12,32.804644,UNC20853402,6.07758753,FALSE,,,,,,,,
ENSMUSP00000121201,ENSMUSG00000021998,Lcp1,14,75.131101,75.180972,75.230842,1,187.609983,UNC2390835,6.076089049,FALSE,,,,,,,,
ENSMUSP00000046212,ENSMUSG00000041028,Ghitm,14,37.120444,37.127883,37.135322,15,90.007992,JAX00409249,6.07566911,FALSE,,,,,,,,
ENSMUSP00000036555,ENSMUSG00000002319,Ipo4,14,55.6254,55.631648,55.637895,14,112.973951,UNC24782799,6.074432672,FALSE,,,,,,,,
ENSMUSP00000066035,ENSMUSG00000021814,Anxa7,14,20.455261,20.467697,20.480133,3,79.782875,repJAX00527706,6.072736649,FALSE,,,,,,,,
ENSMUSP00000106957,ENSMUSG00000022223,Sdr39u1,14,55.897286,55.898759,55.900232,3,137.474518,UNC6339346,6.070363595,FALSE,,,,,,,,
