lodcolumn,gene_symbol,gene_chr,gene_start,gene_middle,gene_end,qtl_chr,qtl_pos,qtl_mkr,qtl_lod,cis,,,,,,,,
ENSMUSG00000091756,Gm3095,14,3.963547,3.966877,3.970207,15,7.496488,UNC24990749,6.574795176,FALSE,,,,,,,,
ENSMUSG00000021903,Galnt15,14,32.028989,32.045593,32.062197,3,120.255315,UNC6084809,6.574516861,FALSE,,,,,,,,
ENSMUSG00000046352,Gjb2,14,57.0986,57.101651,57.104702,15,98.053063,UNC26194174,6.574420383,FALSE,,,,,,,,
ENSMUSG00000002320,Tm9sf1,14,55.635965,55.639886,55.643806,X,134.183571,UNC31339736,6.574362338,FALSE,,,,,,,,
ENSMUSG00000007989,Fzd3,14,65.201026,65.231744,65.262463,13,95.554789,UNC23139260,6.573963248,FALSE,,,,,,,,
ENSMUSG00000091400,Gm6356,14,6.965449,6.969634,6.973818,4,115.511987,UNC8036253,6.573873231,FALSE,,,,,,,,
ENSMUSG00000034248,Slc25a37,14,69.241848,69.26348,69.285112,16,96.377524,UNC27463871,6.573547916,FALSE,,,,,,,,
ENSMUSG00000034795,Ccdc122,14,77.036772,77.074514,77.112257,6,129.582092,UNC12078822,6.573480308,FALSE,,,,,,,,
ENSMUSG00000072594,Gm16439,14,44.596665,44.596946,44.597228,15,7.665908,UNC24992886,6.573389868,FALSE,,,,,,,,
ENSMUSG00000025290,Rps24,14,24.490681,24.493414,24.496146,1,43.215597,UNC549896,6.573290326,FALSE,,,,,,,,
ENSMUSG00000015437,Gzmb,14,56.258856,56.260558,56.26226,2,172.539644,JAX00103236,6.573284207,FALSE,,,,,,,,
ENSMUSG00000023064,Sncg,14,34.370274,34.372532,34.374789,15,93.683339,UNC26136186,6.572696169,FALSE,,,,,,,,
ENSMUSG00000093979,Gm2237,14,19.563801,19.574468,19.585135,13,111.76271,UNC23380249,6.57267864,FALSE,,,,,,,,
ENSMUSG00000095512,Gm17222,14,3.210975,3.211398,3.211821,18,82.519076,UNC29724011,6.572506789,FALSE,,,,,,,,
ENSMUSG00000096579,Gm17121,14,7.565259,7.565682,7.566105,18,82.519076,UNC29724011,6.572506789,FALSE,,,,,,,,
ENSMUSG00000063277,Gm10128,14,7.640895,7.642434,7.643972,12,79.500412,UNC21465734,6.572403404,FALSE,,,,,,,,
ENSMUSG00000022096,Hr,14,70.552212,70.56288,70.573548,16,5.840072,UNC26269470,6.572118575,FALSE,,,,,,,,
ENSMUSG00000049235,Gm7324,14,43.713902,43.714485,43.715068,13,54.747149,UNC22636527,6.571902753,FALSE,,,,,,,,
ENSMUSG00000086486,2310043D23Rik,14,57.506744,57.50879,57.510835,16,73.500163,UNC27112115,6.571839058,FALSE,,,,,,,,
ENSMUSG00000090707,Gm8237,14,5.857918,5.86915,5.880382,10,21.317938,UNC17554926,6.571821493,FALSE,,,,,,,,
ENSMUSG00000093985,Gm10406,14,7.006115,7.016782,7.027449,1,166.809337,UNC2129402,6.57167499,FALSE,,,,,,,,
ENSMUSG00000022111,Uchl3,14,101.653967,101.675046,101.696124,4,62.666352,UNC7359319,6.571567673,FALSE,,,,,,,,
ENSMUSG00000021994,Wnt5a,14,28.50475,28.516098,28.527447,10,20.464197,UNC17544903,6.571533869,FALSE,,,,,,,,
ENSMUSG00000022094,Slc39a14,14,70.303469,70.327447,70.351425,10,84.797489,JAX00294363,6.57141011,FALSE,,,,,,,,
ENSMUSG00000091882,Gm6337,14,6.049469,6.053868,6.058267,18,15.249747,B6_rs13483221,6.571270166,FALSE,,,,,,,,
ENSMUSG00000021831,Ero1l,14,45.283092,45.300832,45.318572,5,122.84876,UNC10061728,6.571237953,FALSE,,,,,,,,
ENSMUSG00000046753,Ccdc66,14,27.482412,27.495436,27.50846,11,66.879718,UNC110100720,6.570687079,FALSE,,,,,,,,
ENSMUSG00000022021,Diap3,14,86.655367,86.898296,87.141224,X,97.654497,UNC31123848,6.570561485,FALSE,,,,,,,,
ENSMUSG00000096197,4930555G01Rik,14,5.050629,5.054936,5.059243,19,37.499231,UNC30274954,6.570079642,FALSE,,,,,,,,
ENSMUSG00000091185,Gm3278,14,4.892416,4.897424,4.902431,1,6.74744,JAX00000280,6.569836837,FALSE,,,,,,,,
ENSMUSG00000025551,Fgf14,14,123.977907,124.327517,124.677127,13,45.065495,UNC22527979,6.569483995,FALSE,,,,,,,,
ENSMUSG00000034623,Prss55,14,64.075438,64.0828,64.090162,6,18.4908,UNC10653259,6.569286132,FALSE,,,,,,,,
ENSMUSG00000095195,Gm3005,14,3.428103,3.511162,3.59422,7,25.665545,UNC12516045,6.569123351,FALSE,,,,,,,,
ENSMUSG00000094706,Gm10338,14,7.580617,7.588104,7.595592,2,153.91738,JAX00507826,6.568920174,FALSE,,,,,,,,
ENSMUSG00000021901,Bap1,14,31.251489,31.255709,31.259929,6,32.539323,UNC10836273,6.568712116,FALSE,,,,,,,,
ENSMUSG00000096003,Gm3500,14,5.365794,5.377422,5.389049,7,122.066244,UNC13752913,6.568590335,FALSE,,,,,,,,
ENSMUSG00000021905,Dph3,14,32.080566,32.083129,32.085692,7,120.784668,UNC13739850,6.568379212,FALSE,,,,,,,,
ENSMUSG00000022126,Irg1,14,103.046977,103.051775,103.056573,13,37.539232,UNC22435198,6.568329303,FALSE,,,,,,,,
ENSMUSG00000021745,Ptprg,14,11.553532,11.897786,12.242041,14,26.541223,JAX00375594,6.568242278,FALSE,,,,,,,,
ENSMUSG00000072494,Ppp1r3e,14,54.872669,54.87511,54.87755,19,15.2772,UNC29941863,6.567841975,FALSE,,,,,,,,
ENSMUSG00000042286,Stab1,14,31.139013,31.153827,31.168641,X,38.903012,JAX00710565,6.567602307,FALSE,,,,,,,,
ENSMUSG00000093887,Gm3033,14,3.846245,3.851165,3.856085,16,70.859641,UNC27070613,6.567587137,FALSE,,,,,,,,
ENSMUSG00000041028,Ghitm,14,37.120444,37.127883,37.135322,4,46.537864,UNC7178019,6.567559239,FALSE,,,,,,,,
ENSMUSG00000021830,Txndc16,14,45.134448,45.177388,45.220328,8,102.228658,UNC15393199,6.567243711,FALSE,,,,,,,,
ENSMUSG00000022040,Ephx2,14,66.084377,66.104438,66.1245,6,109.846734,UNC11831689,6.567210285,FALSE,,,,,,,,
ENSMUSG00000006526,Tmem110,14,30.82559,30.851288,30.876986,11,94.224345,UNC20165652,6.566840679,FALSE,,,,,,,,
ENSMUSG00000091754,Gm3636,14,6.735685,6.80542,6.875155,6,124.439314,UNC12011577,6.56675992,FALSE,,,,,,,,
ENSMUSG00000022139,Mbnl2,14,120.275669,120.353683,120.431697,2,118.494933,UNC3832741,6.566742946,FALSE,,,,,,,,
ENSMUSG00000090547,Gm8265,14,5.630281,5.631654,5.633028,4,136.704315,UNC8302843,6.56653125,FALSE,,,,,,,,
ENSMUSG00000091995,Gm3339,14,5.277775,5.279148,5.280522,4,136.704315,UNC8302843,6.56653125,FALSE,,,,,,,,
ENSMUSG00000097577,6230400D17Rik,14,20.687236,20.695124,20.703012,X,134.261541,UNC31340377,6.56652695,FALSE,,,,,,,,
ENSMUSG00000091227,Gm3755,14,7.440924,7.44592,7.450917,16,50.999573,UNC26812934,6.566413531,FALSE,,,,,,,,
ENSMUSG00000090038,Gm16573,14,56.607261,56.613887,56.620513,1,134.45688,UNC1720627,6.566327828,FALSE,,,,,,,,
ENSMUSG00000021796,Bmpr1a,14,34.410734,34.457038,34.503341,5,14.810613,UNC8683083,6.565997502,FALSE,,,,,,,,
ENSMUSG00000021958,Pinx1,14,63.860312,63.890086,63.919859,8,94.744761,UNC15288670,6.56592572,FALSE,,,,,,,,
ENSMUSG00000035129,Gm6781,14,18.531363,18.531912,18.53246,16,36.602499,UNC26651781,6.565824005,FALSE,,,,,,,,
ENSMUSG00000097218,Gm26552,14,5.161446,5.191579,5.221712,19,48.49767,UNC30427919,6.565523193,FALSE,,,,,,,,
ENSMUSG00000097450,Gm26893,14,5.514087,5.544214,5.574342,19,48.49767,UNC30427919,6.565523193,FALSE,,,,,,,,
ENSMUSG00000072726,Gm5797,14,7.323988,7.328192,7.332395,2,21.236295,UNC020373923,6.565431731,FALSE,,,,,,,,
ENSMUSG00000096463,Gm21750,14,73.661225,73.661973,73.662721,16,88.277621,UNC27340400,6.564996685,FALSE,,,,,,,,
ENSMUSG00000096197,4930555G01Rik,14,5.050629,5.054936,5.059243,15,94.435928,UNC26146539,6.564978238,FALSE,,,,,,,,
ENSMUSG00000090286,Gm17615,14,124.005355,124.006492,124.007629,5,41.521917,JAX00579982,6.564836322,FALSE,,,,,,,,
ENSMUSG00000079410,Gm2897,14,3.049285,3.063062,3.07684,4,89.904848,UNC7709985,6.56483491,FALSE,,,,,,,,
ENSMUSG00000022106,Rcbtb2,14,73.123037,73.16544,73.207843,10,97.724991,UNC18515876,6.564808828,FALSE,,,,,,,,
ENSMUSG00000022225,Cma1,14,55.941453,55.943057,55.944661,4,9.28524,JAX00544695,6.564738386,FALSE,,,,,,,,
ENSMUSG00000041625,Ggact,14,122.816223,122.86499,122.913757,6,146.872074,UNC12337543,6.564437327,FALSE,,,,,,,,
ENSMUSG00000022119,Rbm26,14,105.106751,105.142039,105.177327,9,9.261076,JAX00168049,6.564306697,FALSE,,,,,,,,
ENSMUSG00000091563,Gm8108,14,4.110526,4.121655,4.132784,X,6.257622,UNC30610687,6.564270111,FALSE,,,,,,,,
ENSMUSG00000021945,Zmym2,14,56.887795,56.925187,56.962579,4,49.694725,UNC7216447,6.564097732,FALSE,,,,,,,,
ENSMUSG00000002332,Dhrs1,14,55.73902,55.742355,55.74569,4,25.237937,UNC6914204,6.564089618,FALSE,,,,,,,,
ENSMUSG00000072423,Psmb11,14,54.62531,54.627433,54.629556,5,126.972466,UNC10115104,6.564013413,FALSE,,,,,,,,
ENSMUSG00000095427,Rps2-ps6,14,76.236688,76.23702,76.237353,3,53.059078,JAX00523108,6.563988023,FALSE,,,,,,,,
ENSMUSG00000033589,Reep4,14,70.545251,70.547092,70.548933,8,80.723697,UNC15087355,6.563983905,FALSE,,,,,,,,
ENSMUSG00000034248,Slc25a37,14,69.241848,69.26348,69.285112,1,76.976889,UNC975186,6.563420047,FALSE,,,,,,,,
ENSMUSG00000085829,Gm4285,14,75.843379,75.844172,75.844964,8,117.130659,UNC15584458,6.563389223,FALSE,,,,,,,,
ENSMUSG00000054423,Cadps,14,12.372563,12.597821,12.823079,12,12.091806,backupJAX00033291,6.563282029,FALSE,,,,,,,,
ENSMUSG00000025279,Dnase1l3,14,7.964533,7.979553,7.994573,X,70.899469,UNC30943517,6.563275886,FALSE,,,,,,,,
ENSMUSG00000021969,Zdhhc20,14,57.832702,57.861482,57.890262,4,97.501589,UNC7799863,6.563180032,FALSE,,,,,,,,
ENSMUSG00000039308,Ndst2,14,20.723739,20.727033,20.730327,1,191.4282,UNC2434804,6.562858297,FALSE,,,,,,,,
ENSMUSG00000044703,Phf11a,14,59.276913,59.287218,59.297522,19,53.706693,UNC30510181,6.562821695,FALSE,,,,,,,,
ENSMUSG00000096775,Gm5796,14,4.023941,4.032656,4.04137,X,140.871718,backupUNC200199758,6.562723269,FALSE,,,,,,,,
ENSMUSG00000021957,Tkt,14,30.548359,30.56154,30.574722,1,128.206767,UNC1643828,6.562661777,FALSE,,,,,,,,
ENSMUSG00000072494,Ppp1r3e,14,54.872669,54.87511,54.87755,17,80.56363,backupUNC170361858,6.562651139,FALSE,,,,,,,,
ENSMUSG00000094130,Rpp14,14,8.090078,8.090316,8.090554,4,31.385992,UNC7002982,6.56260458,FALSE,,,,,,,,
ENSMUSG00000048107,Kctd12,14,102.97822,102.980374,102.982528,4,47.208001,UNC7188826,6.562502211,FALSE,,,,,,,,
ENSMUSG00000000197,Nalcn,14,123.276641,123.451892,123.627144,8,120.72576,UNC15636463,6.562264013,FALSE,,,,,,,,
ENSMUSG00000040997,Abhd4,14,54.254129,54.261649,54.269169,19,53.285829,UNC30505089,6.562205023,FALSE,,,,,,,,
ENSMUSG00000097542,Gm26751,14,55.864311,55.869523,55.874735,4,107.3353,UNC7932936,6.562190761,FALSE,,,,,,,,
ENSMUSG00000097127,Gm26886,14,3.822531,3.853309,3.884087,12,25.675969,UNC20749311,6.561925069,FALSE,,,,,,,,
ENSMUSG00000021983,Atp8a2,14,59.647531,59.922355,60.197179,11,79.488492,UNC19971248,6.56129563,FALSE,,,,,,,,
ENSMUSG00000034463,Scara3,14,65.919395,65.93657,65.953744,19,23.681766,UNC30082027,6.561214844,FALSE,,,,,,,,
ENSMUSG00000079388,2610042L04Rik,14,4.334763,4.344725,4.354687,16,78.066423,UNC27180365,6.56069846,FALSE,,,,,,,,
ENSMUSG00000094811,Gm21103,14,6.296365,6.300604,6.304843,9,123.948589,UNC17311021,6.560378316,FALSE,,,,,,,,
ENSMUSG00000091613,Gm17046,14,5.877076,5.8775,5.877925,2,156.879012,UNC4294827,6.559921815,FALSE,,,,,,,,
ENSMUSG00000059456,Ptk2b,14,66.153257,66.217154,66.281052,8,61.625789,JAX00670212,6.559850119,FALSE,,,,,,,,
ENSMUSG00000079380,Gm8271,14,5.185793,5.189768,5.193743,13,16.302023,UNC22175590,6.559611134,FALSE,,,,,,,,
ENSMUSG00000022109,Med4,14,73.510049,73.514297,73.518545,2,171.023559,UNC4501847,6.559536628,FALSE,,,,,,,,
ENSMUSG00000050350,Gpr18,14,121.911435,121.913604,121.915774,5,90.35191,JAX00588367,6.559517721,FALSE,,,,,,,,
ENSMUSG00000075502,Zbtbd6,14,79.451835,79.453326,79.454816,1,31.663163,UNC010062500,6.559325653,FALSE,,,,,,,,
ENSMUSG00000044350,Lacc1,14,77.0242,77.030552,77.036904,2,63.468025,UNC3195839,6.559312809,FALSE,,,,,,,,
ENSMUSG00000023064,Sncg,14,34.370274,34.372532,34.374789,11,8.765524,UNC19045570,6.559214963,FALSE,,,,,,,,
ENSMUSG00000091114,Gm3138,14,4.249631,4.253818,4.258006,19,45.718786,UNC30386742,6.55903758,FALSE,,,,,,,,
ENSMUSG00000021767,Kat6b,14,21.481434,21.576956,21.672478,17,66.687978,JAX00444020,6.558794462,FALSE,,,,,,,,
ENSMUSG00000022111,Uchl3,14,101.653967,101.675046,101.696124,8,96.324508,JAX00677570,6.558528751,FALSE,,,,,,,,
ENSMUSG00000089726,Mir17hg,14,115.042879,115.044803,115.046727,16,90.875779,UNC27382617,6.557835979,FALSE,,,,,,,,
ENSMUSG00000022219,Cideb,14,55.754045,55.756252,55.758458,2,134.405023,UNC4017900,6.557711461,FALSE,,,,,,,,
ENSMUSG00000022174,Dad1,14,54.235479,54.244792,54.254104,1,166.313797,UNC2124614,6.557635081,FALSE,,,,,,,,
ENSMUSG00000098270,RP24-67I21.5,14,69.348897,69.350578,69.352259,9,76.220161,UNC16662626,6.557606983,FALSE,,,,,,,,
ENSMUSG00000099027,RP24-175I14.7,14,69.567147,69.568828,69.570509,9,76.220161,UNC16662626,6.557606983,FALSE,,,,,,,,
ENSMUSG00000022139,Mbnl2,14,120.275669,120.353683,120.431697,1,98.657843,UNC1221473,6.557477091,FALSE,,,,,,,,
ENSMUSG00000091185,Gm3278,14,4.892416,4.897424,4.902431,15,86.979307,UNC26042149,6.557385415,FALSE,,,,,,,,
ENSMUSG00000034194,R3hcc1,14,69.697307,69.702446,69.707584,15,76.155614,UNC25910966,6.55726114,FALSE,,,,,,,,
ENSMUSG00000022215,Fitm1,14,55.575617,55.576284,55.576952,8,36.130301,UNC14505600,6.557033177,FALSE,,,,,,,,
ENSMUSG00000096685,Gm3642,14,6.832231,6.836271,6.840311,4,97.129498,UNC7794979,6.556970394,FALSE,,,,,,,,
ENSMUSG00000034893,Cog3,14,75.702351,75.728422,75.754493,10,68.538479,UNC18158584,6.556904293,FALSE,,,,,,,,
ENSMUSG00000021902,Phf7,14,31.237696,31.244457,31.251218,6,87.711982,UNC11547178,6.556834717,FALSE,,,,,,,,
ENSMUSG00000041625,Ggact,14,122.816223,122.86499,122.913757,1,189.72902,UNC2415693,6.556407985,FALSE,,,,,,,,
ENSMUSG00000041730,Prrxl1,14,32.599927,32.624586,32.649246,7,114.697751,UNC13660986,6.556205123,FALSE,,,,,,,,
ENSMUSG00000006289,Osgep,14,50.906478,50.915686,50.924893,7,30.028805,JAX00634460,6.555901034,FALSE,,,,,,,,
ENSMUSG00000076128,Mir686,14,54.616677,54.616731,54.616785,7,132.766663,UNC13887881,6.555572272,FALSE,,,,,,,,
ENSMUSG00000091700,Gm7876,14,4.709238,4.713458,4.717678,16,85.786636,UNC27303201,6.555439767,FALSE,,,,,,,,
ENSMUSG00000048281,Dleu7,14,62.276231,62.284605,62.292979,13,63.536681,UNC22745222,6.555275987,FALSE,,,,,,,,
ENSMUSG00000022219,Cideb,14,55.754045,55.756252,55.758458,7,28.881381,UNC12550397,6.555165928,FALSE,,,,,,,,
ENSMUSG00000048582,Gja3,14,57.035608,57.046819,57.05803,18,63.824358,backupUNC180139569,6.555148607,FALSE,,,,,,,,
ENSMUSG00000076867,Trdv4,14,54.075004,54.07526,54.075515,X,160.428666,UNC31522543,6.554831073,FALSE,,,,,,,,
ENSMUSG00000051969,Tlr11,14,50.357914,50.360788,50.363663,19,14.917263,JAX00471425,6.554664025,FALSE,,,,,,,,
ENSMUSG00000039367,Sec24c,14,20.674321,20.684586,20.69485,10,101.21816,UNC18563310,6.554583599,FALSE,,,,,,,,
ENSMUSG00000079391,Gm2974,14,4.182576,4.193736,4.204895,5,91.588216,UNC9685179,6.554532825,FALSE,,,,,,,,
ENSMUSG00000022055,Nefl,14,68.083863,68.086479,68.089095,18,24.270164,UNC28893734,6.554431895,FALSE,,,,,,,,
ENSMUSG00000022136,Dnajc3,14,118.937932,118.959817,118.981702,19,4.235196,JAX00469121,6.554038491,FALSE,,,,,,,,
ENSMUSG00000097127,Gm26886,14,3.822531,3.853309,3.884087,7,37.77196,UNC12652825,6.554037179,FALSE,,,,,,,,
ENSMUSG00000022031,Elp3,14,65.530446,65.561779,65.593112,3,77.14759,UNC030107694,6.553536505,FALSE,,,,,,,,
ENSMUSG00000048379,Socs4,14,47.276931,47.286514,47.296098,2,174.931684,JAX00512418,6.553494122,FALSE,,,,,,,,
ENSMUSG00000071531,Gprin2,14,34.194441,34.198037,34.201633,13,103.949936,UNC23264008,6.553375974,FALSE,,,,,,,,
ENSMUSG00000075245,Gm6043,14,29.217639,29.217884,29.21813,9,119.114049,UNC17245934,6.553194928,FALSE,,,,,,,,
ENSMUSG00000021939,Ctsb,14,63.122462,63.13419,63.145919,1,99.781367,UNC1244209,6.552831537,FALSE,,,,,,,,
ENSMUSG00000022130,Tgds,14,118.111911,118.122338,118.132765,X,167.394896,JAX00187059,6.552674715,FALSE,,,,,,,,
ENSMUSG00000087535,Zmiz1os1,14,25.455737,25.458432,25.461128,5,97.429802,JAX00589275,6.551872328,FALSE,,,,,,,,
ENSMUSG00000091148,Gm3182,14,4.481745,4.485961,4.490177,15,85.452579,UNC26021575,6.551842417,FALSE,,,,,,,,
ENSMUSG00000063885,Gm6498,14,48.198716,48.213564,48.228413,13,19.57542,UNC22217054,6.550920895,FALSE,,,,,,,,
ENSMUSG00000097547,B230110C06Rik,14,15.437623,15.445023,15.452423,11,120.308847,JAX00323595,6.550664982,FALSE,,,,,,,,
ENSMUSG00000002325,Irf9,14,55.603571,55.6068,55.61003,7,142.628549,UNC14024214,6.55063508,FALSE,,,,,,,,
ENSMUSG00000053588,A730061H03Rik,14,55.559942,55.560174,55.560406,7,138.770482,UNC13977051,6.55042579,FALSE,,,,,,,,
ENSMUSG00000093760,Gm20678,14,18.587517,18.588972,18.590427,1,189.495269,UNC2412592,6.55020698,FALSE,,,,,,,,
ENSMUSG00000055538,Zcchc24,14,25.711642,25.74034,25.769039,15,32.491938,JAX00397339,6.550001655,FALSE,,,,,,,,
ENSMUSG00000022193,Psmb5,14,54.61412,54.616058,54.617995,19,48.544598,UNC30428718,6.54988266,FALSE,,,,,,,,
ENSMUSG00000021993,Mipep,14,60.784566,60.844088,60.90361,4,132.955036,UNC8250192,6.548962113,FALSE,,,,,,,,
ENSMUSG00000048337,Npy4r,14,34.143992,34.14824,34.152489,16,92.652285,JAX00072549,6.548632758,FALSE,,,,,,,,
ENSMUSG00000022094,Slc39a14,14,70.303469,70.327447,70.351425,11,121.814279,UNC20540405,6.548354724,FALSE,,,,,,,,
ENSMUSG00000025544,Tm9sf2,14,122.107038,122.133321,122.159604,13,100.095523,UNC130178222,6.548121345,FALSE,,,,,,,,
ENSMUSG00000049295,Zfp219,14,52.006077,52.013405,52.020733,14,58.267235,UNC24062951,6.54798447,FALSE,,,,,,,,
ENSMUSG00000021959,Lats2,14,57.642077,57.700232,57.758388,14,9.1723,backupUNC140686121,6.5476519,FALSE,,,,,,,,
ENSMUSG00000019027,Dnah1,14,31.260375,31.292136,31.323896,10,91.792793,JAX00295932,6.547599944,FALSE,,,,,,,,
ENSMUSG00000053588,A730061H03Rik,14,55.559942,55.560174,55.560406,18,63.724817,UNC29434336,6.547416594,FALSE,,,,,,,,
ENSMUSG00000072625,Gdf2,14,33.941039,33.944118,33.947198,5,126.683139,UNC10110066,6.547264741,FALSE,,,,,,,,
ENSMUSG00000022211,Lrrc16b,14,55.491093,55.49967,55.508246,3,75.695813,UNC5553547,6.54707604,FALSE,,,,,,,,
ENSMUSG00000037544,Dlgap5,14,47.387779,47.403093,47.418407,11,72.995037,UNC19904811,6.546907294,FALSE,,,,,,,,
ENSMUSG00000022178,Ajuba,14,54.567469,54.572565,54.577661,X,99.124449,UNC31133592,6.546804172,FALSE,,,,,,,,
ENSMUSG00000032849,Abcc4,14,118.482692,118.594456,118.706219,4,127.867133,UNC8184368,6.546482412,FALSE,,,,,,,,
ENSMUSG00000068245,Phf11d,14,59.347407,59.356438,59.36547,1,182.209434,UNC2329284,6.546365234,FALSE,,,,,,,,
ENSMUSG00000021741,Gm5457,14,12.867553,12.86772,12.867888,16,36.947167,UNC26654491,6.545794088,FALSE,,,,,,,,
ENSMUSG00000079371,Gm3476,14,6.117368,6.121588,6.125807,12,100.439688,UNC21746563,6.545792392,FALSE,,,,,,,,
ENSMUSG00000098088,Gm26916,14,61.629484,61.629949,61.630414,18,56.338489,UNC29317721,6.545663507,FALSE,,,,,,,,
ENSMUSG00000022123,Scel,14,103.513341,103.563344,103.613346,15,30.513596,UNC25292118,6.545196147,FALSE,,,,,,,,
ENSMUSG00000040717,Il17rd,14,27.039001,27.073144,27.107286,15,97.534935,UNC26187007,6.544775527,FALSE,,,,,,,,
ENSMUSG00000044461,Shisa2,14,59.625281,59.62847,59.631658,18,39.047223,UNC29081248,6.544729713,FALSE,,,,,,,,
ENSMUSG00000048922,Cdca2,14,67.676331,67.696086,67.715841,19,53.006459,UNC30501539,6.544644485,FALSE,,,,,,,,
ENSMUSG00000097148,Gm3839,14,11.280735,11.31873,11.356726,18,76.44555,UNC29635341,6.54453561,FALSE,,,,,,,,
ENSMUSG00000093726,Gm20667,14,67.673177,67.674142,67.675106,11,53.910809,UNC19647005,6.544518845,FALSE,,,,,,,,
ENSMUSG00000091418,Gm3164,14,4.415448,4.429644,4.443839,19,57.601897,UNC30567010,6.544517141,FALSE,,,,,,,,
ENSMUSG00000022033,Pbk,14,65.805837,65.81183,65.817822,3,119.727862,UNC6077695,6.544322553,FALSE,,,,,,,,
ENSMUSG00000091144,Phf11c,14,59.380833,59.388107,59.395381,16,80.154586,UNC27214088,6.544252461,FALSE,,,,,,,,
ENSMUSG00000072589,Gm10371,14,47.097679,47.10692,47.116161,12,28.414992,UNC20789392,6.54414949,FALSE,,,,,,,,
ENSMUSG00000034522,Zfp395,14,65.358676,65.378803,65.39893,19,56.904271,UNC30555696,6.543942357,FALSE,,,,,,,,
ENSMUSG00000096775,Gm5796,14,4.023941,4.032656,4.04137,19,61.167434,backupUNC190115512,6.543519226,FALSE,,,,,,,,
ENSMUSG00000021880,Rnase6,14,51.129068,51.130095,51.131122,19,46.973458,UNC30402765,6.543421422,FALSE,,,,,,,,
ENSMUSG00000072731,Gm3715,14,7.223692,7.226415,7.229138,19,48.119871,UNC30422185,6.543180138,FALSE,,,,,,,,
ENSMUSG00000052099,Prss51,14,64.086234,64.091952,64.09767,9,15.309273,JAX00686257,6.542836002,FALSE,,,,,,,,
ENSMUSG00000096003,Gm3500,14,5.365794,5.377422,5.389049,12,73.641586,UNC21398922,6.542670346,FALSE,,,,,,,,
ENSMUSG00000061244,Exoc5,14,49.012146,49.0394,49.066653,8,115.470062,UNC15557711,6.542599771,FALSE,,,,,,,,
ENSMUSG00000040726,Hesx1,14,27.000362,27.001344,27.002325,1,60.761817,UNC770116,6.542431797,FALSE,,,,,,,,
ENSMUSG00000095681,Gm8281,14,5.07104,5.082179,5.093318,12,33.140739,UNC20858772,6.542210348,FALSE,,,,,,,,
ENSMUSG00000093954,Gm21464,14,69.363504,69.433433,69.503362,11,8.581959,JAX00303657,6.542091394,FALSE,,,,,,,,
ENSMUSG00000044285,Gm1821,14,46.084126,46.08447,46.084815,17,45.901005,UNC27925094,6.54208733,FALSE,,,,,,,,
ENSMUSG00000021938,Pspc1,14,56.722441,56.750378,56.778316,6,70.790556,UNC060508303,6.541879729,FALSE,,,,,,,,
ENSMUSG00000047911,Npm2,14,70.647302,70.650193,70.653084,3,124.173528,UNC6143652,6.541509965,FALSE,,,,,,,,
ENSMUSG00000091293,Gm6047,14,51.82572,51.826006,51.826293,5,71.781041,JAX00131489,6.541504451,FALSE,,,,,,,,
ENSMUSG00000022109,Med4,14,73.510049,73.514297,73.518545,4,44.435948,UNC7149423,6.541395469,FALSE,,,,,,,,
ENSMUSG00000052099,Prss51,14,64.086234,64.091952,64.09767,18,68.989127,UNC29517783,6.541309896,FALSE,,,,,,,,
ENSMUSG00000097358,Gm26773,14,118.107831,118.112466,118.1171,11,101.148122,UNC20251657,6.541288145,FALSE,,,,,,,,
ENSMUSG00000022016,Akap11,14,78.492246,78.514553,78.53686,2,104.4201,UNC3681147,6.540749603,FALSE,,,,,,,,
ENSMUSG00000037544,Dlgap5,14,47.387779,47.403093,47.418407,10,26.961943,UNC17633804,6.540554574,FALSE,,,,,,,,
ENSMUSG00000022100,Xpo7,14,70.654246,70.710437,70.766628,18,5.791014,UNC28665110,6.540124284,FALSE,,,,,,,,
ENSMUSG00000022214,Dcaf11,14,55.560006,55.565036,55.570065,3,140.679122,UNC6389338,6.539981911,FALSE,,,,,,,,
ENSMUSG00000023243,Kcnk5,14,20.140058,20.16092,20.181782,13,69.529354,UNC22796248,6.539563434,FALSE,,,,,,,,
ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,1,180.39764,UNC2308417,6.538669721,FALSE,,,,,,,,
ENSMUSG00000091477,Gm5799,14,43.543576,43.547394,43.551213,3,69.093621,UNC5461502,6.538535486,FALSE,,,,,,,,
ENSMUSG00000022109,Med4,14,73.510049,73.514297,73.518545,11,113.075259,UNC20421025,6.538136826,FALSE,,,,,,,,
ENSMUSG00000086341,Gm15932,14,55.567219,55.571605,55.575991,6,114.03511,JAX00622848,6.537924559,FALSE,,,,,,,,
ENSMUSG00000095797,Gm8246,14,5.469438,5.473634,5.47783,3,17.064397,UNC4782434,6.537520193,FALSE,,,,,,,,
ENSMUSG00000050961,AY358078,14,51.800046,51.813202,51.826359,17,90.42127,backupJAX00449999,6.537184083,FALSE,,,,,,,,
ENSMUSG00000091185,Gm3278,14,4.892416,4.897424,4.902431,4,153.649212,JAX00571534,6.536599719,FALSE,,,,,,,,
ENSMUSG00000021962,Dcp1a,14,30.479565,30.50331,30.527056,1,167.543354,UNC2140855,6.536596838,FALSE,,,,,,,,
ENSMUSG00000006289,Osgep,14,50.906478,50.915686,50.924893,4,26.768806,UNC6935663,6.53650344,FALSE,,,,,,,,
